symbol	ensg
IL18R1	ENSG00000115604
IL18RAP	ENSG00000115607
FHL2	ENSG00000115641
CNPPD1	ENSG00000115649
UXS1	ENSG00000115652
ABCB6	ENSG00000115657
STK16	ENSG00000115661
HDLBP	ENSG00000115677
PPP1R7	ENSG00000115685
PASK	ENSG00000115687
STK25	ENSG00000115694
TPO	ENSG00000115705
ID2	ENSG00000115738
TAF1B	ENSG00000115750
HPCAL1	ENSG00000115756
ODC1	ENSG00000115758
BIRC6	ENSG00000115760
NOL10	ENSG00000115761
PLEKHB2	ENSG00000115762
GORASP2	ENSG00000115806
STRN	ENSG00000115808
CEBPZ	ENSG00000115816
PRKD3	ENSG00000115825
DCAF17	ENSG00000115827
QPCT	ENSG00000115828
RAB3GAP1	ENSG00000115839
SLC25A12	ENSG00000115840
RMDN2	ENSG00000115841
LCT	ENSG00000115850
DARS	ENSG00000115866
SRSF7	ENSG00000115875
SDC1	ENSG00000115884
PLCL1	ENSG00000115896
SLC1A4	ENSG00000115902
SOS1	ENSG00000115904
KYNU	ENSG00000115919
WIPF1	ENSG00000115935
ORC2	ENSG00000115942
COX7A2L	ENSG00000115944
PNO1	ENSG00000115946
ORC4	ENSG00000115947
PLEK	ENSG00000115956
ATF2	ENSG00000115966
THADA	ENSG00000115970
AAK1	ENSG00000115977
TRAK2	ENSG00000115993
C2orf42	ENSG00000115998
TIA1	ENSG00000116001
PCYOX1	ENSG00000116005
EPAS1	ENSG00000116016
ARID3A	ENSG00000116017
SUMO1	ENSG00000116030
NFE2L2	ENSG00000116044
MSH6	ENSG00000116062
PLEKHA3	ENSG00000116095
SPR	ENSG00000116096
EPHA4	ENSG00000116106
FARSB	ENSG00000116120
ALMS1	ENSG00000116127
BCL9	ENSG00000116128
DHCR24	ENSG00000116133
DNAJC16	ENSG00000116138
MORN1	ENSG00000116151
GPX7	ENSG00000116157
CACYBP	ENSG00000116161
SCP2	ENSG00000116171
RALGPS2	ENSG00000116191
ANGPTL1	ENSG00000116194
CEP104	ENSG00000116198
FAM20B	ENSG00000116199
TCEANC2	ENSG00000116205
TMEM59	ENSG00000116209
LRRC42	ENSG00000116212
WRAP73	ENSG00000116213
MRPL37	ENSG00000116221
ICMT	ENSG00000116237
RPL22	ENSG00000116251
CHD5	ENSG00000116254
QSOX1	ENSG00000116260
STXBP3	ENSG00000116266
PHF13	ENSG00000116273
ERRFI1	ENSG00000116285
PARK7	ENSG00000116288
AMPD2	ENSG00000116337
SRSF4	ENSG00000116350
MECR	ENSG00000116353
KCNC4	ENSG00000116396
EDEM3	ENSG00000116406
WDR77	ENSG00000116455
ATP5F1	ENSG00000116459
RAP1A	ENSG00000116473
HDAC1	ENSG00000116478
CAPZA1	ENSG00000116489
S100PBP	ENSG00000116497
RNF19B	ENSG00000116514
SCAMP3	ENSG00000116521
TRIM62	ENSG00000116525
ASH1L	ENSG00000116539
SFPQ	ENSG00000116560
RHOU	ENSG00000116574
GON4L	ENSG00000116580
ARHGEF2	ENSG00000116584
LAMTOR2	ENSG00000116586
MEF2D	ENSG00000116604
DOCK7	ENSG00000116641
SRM	ENSG00000116649
DLEU2L	ENSG00000116652
FBXO6	ENSG00000116663
C1orf21	ENSG00000116667
SWT1	ENSG00000116668
MAD2L2	ENSG00000116670
DNAJC6	ENSG00000116675
LEPR	ENSG00000116678
IVNS1ABP	ENSG00000116679
KIAA2013	ENSG00000116685
MFN2	ENSG00000116688
PRG4	ENSG00000116690
MIIP	ENSG00000116691
SMG7	ENSG00000116698
NCF2	ENSG00000116701
SLC35D1	ENSG00000116704
PLA2G4A	ENSG00000116711
GADD45A	ENSG00000116717
WLS	ENSG00000116729
PRDM2	ENSG00000116731
RGS2	ENSG00000116741
TROVE2	ENSG00000116747
UCHL5	ENSG00000116750
BCAS2	ENSG00000116752
SRSF11	ENSG00000116754
CTH	ENSG00000116761
AGMAT	ENSG00000116771
OLFML3	ENSG00000116774
TNNI3K	ENSG00000116783
PLEKHM2	ENSG00000116786
CRYZ	ENSG00000116791
PHTF1	ENSG00000116793
ZBTB17	ENSG00000116809
CD58	ENSG00000116815
TFAP2E	ENSG00000116819
CD2	ENSG00000116824
TTF2	ENSG00000116830
NR5A2	ENSG00000116833
KIF21B	ENSG00000116852
TMEM9	ENSG00000116857
ADPRHL2	ENSG00000116863
MAP7D1	ENSG00000116871
WARS2	ENSG00000116874
OSCP1	ENSG00000116885
MRPS15	ENSG00000116898
EXOC8	ENSG00000116903
GNPAT	ENSG00000116906
TSNAX	ENSG00000116918
C1orf109	ENSG00000116922
RRAGC	ENSG00000116954
TBCE	ENSG00000116957
NID1	ENSG00000116962
LGALS8	ENSG00000116977
MTR	ENSG00000116984
BMP8B	ENSG00000116985
MYCL	ENSG00000116990
SIPA1L2	ENSG00000116991
RLF	ENSG00000117000
KMO	ENSG00000117009
ZNF684	ENSG00000117010
RIMS3	ENSG00000117016
AKT3	ENSG00000117020
ETV3	ENSG00000117036
ACADM	ENSG00000117054
SLAMF1	ENSG00000117090
CD48	ENSG00000117091
ADGRL2	ENSG00000117114
PADI2	ENSG00000117115
SDHB	ENSG00000117118
RPF1	ENSG00000117133
KDM5B	ENSG00000117139
UAP1	ENSG00000117143
CTBS	ENSG00000117151
KLHL12	ENSG00000117153
SSX2IP	ENSG00000117155
ZNHIT6	ENSG00000117174
RBBP5	ENSG00000117222
GBP3	ENSG00000117226
GBP1	ENSG00000117228
PINK1-AS	ENSG00000117242
KIF17	ENSG00000117245
GPR89A	ENSG00000117262
CDK18	ENSG00000117266
RAB29	ENSG00000117280
CD160	ENSG00000117281
ECE1	ENSG00000117298
HMGCL	ENSG00000117305
GALE	ENSG00000117308
ID3	ENSG00000117318
CD46	ENSG00000117335
PRPF3	ENSG00000117360
APH1A	ENSG00000117362
P3H1	ENSG00000117385
SLC2A1	ENSG00000117394
EBNA1BP2	ENSG00000117395
CDC20	ENSG00000117399
MPL	ENSG00000117400
ARTN	ENSG00000117407
IPO13	ENSG00000117408
ATP6V0B	ENSG00000117410
B4GALT2	ENSG00000117411
ERI3	ENSG00000117419
PTCH2	ENSG00000117425
AKR1A1	ENSG00000117448
PRDX1	ENSG00000117450
PIK3R3	ENSG00000117461
BLZF1	ENSG00000117475
CCDC181	ENSG00000117477
SLC19A2	ENSG00000117479
FAAH	ENSG00000117480
NSUN4	ENSG00000117481
TMED5	ENSG00000117500
DR1	ENSG00000117505
CNN3	ENSG00000117519
PRRC2C	ENSG00000117523
F3	ENSG00000117525
ABCD3	ENSG00000117528
VAMP4	ENSG00000117533
DPH5	ENSG00000117543
FASLG	ENSG00000117560
PTBP2	ENSG00000117569
TNFSF4	ENSG00000117586
PRDX6	ENSG00000117592
DARS2	ENSG00000117593
DIEXF	ENSG00000117597
RCAN3	ENSG00000117602
SYF2	ENSG00000117614
RSRP1	ENSG00000117616
SLC35A3	ENSG00000117620
RCOR3	ENSG00000117625
STMN1	ENSG00000117632
MTFR1L	ENSG00000117640
MAN1C1	ENSG00000117643
NEK2	ENSG00000117650
RPS6KA1	ENSG00000117676
DHDDS	ENSG00000117682
NENF	ENSG00000117691
NSL1	ENSG00000117697
ARID1A	ENSG00000117713
CENPF	ENSG00000117724
RPA2	ENSG00000117748
PPP1R8	ENSG00000117751
STX12	ENSG00000117758
MARC2	ENSG00000117791
OSBPL9	ENSG00000117859
TXNDC12	ENSG00000117862
ESYT2	ENSG00000117868
CD3EAP	ENSG00000117877
MESDC2	ENSG00000117899
RCN2	ENSG00000117906
MUC5B	ENSG00000117983
CTSD	ENSG00000117984
STAG1	ENSG00000118007
STK11	ENSG00000118046
KMT2A	ENSG00000118058
IFT46	ENSG00000118096
MMP8	ENSG00000118113
KPTN	ENSG00000118162
RPS25	ENSG00000118181
KIF14	ENSG00000118193
DDX59	ENSG00000118197
CAMSAP2	ENSG00000118200
ATF6	ENSG00000118217
MREG	ENSG00000118242
FASTKD2	ENSG00000118246
NRP2	ENSG00000118257
CREB1	ENSG00000118260
KLF7	ENSG00000118263
B4GALT6	ENSG00000118276
C1orf54	ENSG00000118292
CA14	ENSG00000118298
LRMP	ENSG00000118308
SPCS2	ENSG00000118363
USP35	ENSG00000118369
FILIP1	ENSG00000118407
CASP8AP2	ENSG00000118412
HMGN3	ENSG00000118418
UBE3D	ENSG00000118420
ANKRD13C	ENSG00000118454
SGIP1	ENSG00000118473
PHF3	ENSG00000118482
PLAGL1	ENSG00000118495
FBXO30	ENSG00000118496
TNFAIP3	ENSG00000118503
AKAP7	ENSG00000118507
RAB32	ENSG00000118508
MYB	ENSG00000118513
SGK1	ENSG00000118515
RNF146	ENSG00000118518
ARG1	ENSG00000118520
PMFBP1	ENSG00000118557
FBXL5	ENSG00000118564
MED28	ENSG00000118579
SLC16A7	ENSG00000118596
TMEM5	ENSG00000118600
ZNF430	ENSG00000118620
VAMP8	ENSG00000118640
DCLRE1B	ENSG00000118655
MYL12B	ENSG00000118680
FOXO3	ENSG00000118689
ARMC2	ENSG00000118690
RPN2	ENSG00000118705
TGIF2	ENSG00000118707
PKD2	ENSG00000118762
ABCG2	ENSG00000118777
SPP1	ENSG00000118785
STBD1	ENSG00000118804
CCNI	ENSG00000118816
MFSD1	ENSG00000118855
RAB3GAP2	ENSG00000118873
EEF2KMT	ENSG00000118894
PPL	ENSG00000118898
UBN1	ENSG00000118900
KLF12	ENSG00000118922
UCHL3	ENSG00000118939
HS1BP3	ENSG00000118960
LDAH	ENSG00000118961
WDR35	ENSG00000118965
CCND2	ENSG00000118971
OTUD4P1	ENSG00000118976
ELL2	ENSG00000118985
DNAH7	ENSG00000118997
CYP20A1	ENSG00000119004
NDUFB3	ENSG00000119013
GTF3C3	ENSG00000119041
SATB2	ENSG00000119042
UBE2B	ENSG00000119048
TRPM6	ENSG00000119121
KLF9	ENSG00000119138
TJP2	ENSG00000119139
ITGB1BP1	ENSG00000119185
CPSF3	ENSG00000119203
PIGZ	ENSG00000119227
SENP5	ENSG00000119231
CCDC92	ENSG00000119242
C1orf198	ENSG00000119280
HEATR1	ENSG00000119285
PTBP3	ENSG00000119314
RAD23B	ENSG00000119318
FKBP15	ENSG00000119321
CTNNAL1	ENSG00000119326
FAM206A	ENSG00000119328
WDR34	ENSG00000119333
SET	ENSG00000119335
PTPA	ENSG00000119383
GLE1	ENSG00000119392
RAB14	ENSG00000119396
CNTRL	ENSG00000119397
TRIM32	ENSG00000119401
FBXW2	ENSG00000119402
PHF19	ENSG00000119403
NEK6	ENSG00000119408
BSPRY	ENSG00000119411
PPP6C	ENSG00000119414
NDUFA8	ENSG00000119421
HDHD3	ENSG00000119431
RBM18	ENSG00000119446
SLC46A2	ENSG00000119457
HSDL2	ENSG00000119471
MAPKAP1	ENSG00000119487
NR4A3	ENSG00000119508
INVS	ENSG00000119509
GALNT12	ENSG00000119514
DENND1A	ENSG00000119522
ALG2	ENSG00000119523
CSF3R	ENSG00000119535
KDSR	ENSG00000119537
VPS4B	ENSG00000119541
ONECUT2	ENSG00000119547
C19orf25	ENSG00000119559
ZBTB45	ENSG00000119574
YLPM1	ENSG00000119596
DCAF4	ENSG00000119599
PROX2	ENSG00000119608
FCF1	ENSG00000119616
PGF	ENSG00000119630
IFI27L2	ENSG00000119632
BBOF1	ENSG00000119636
NEK9	ENSG00000119638
ACYP1	ENSG00000119640
IFT43	ENSG00000119650
NPC2	ENSG00000119655
DNAL1	ENSG00000119661
IRF2BPL	ENSG00000119669
ACOT2	ENSG00000119673
LTBP2	ENSG00000119681
AREL1	ENSG00000119682
MLH3	ENSG00000119684
TTLL5	ENSG00000119685
FLVCR2	ENSG00000119686
ABCD4	ENSG00000119688
DLST	ENSG00000119689
TGFB3	ENSG00000119699
ZC2HC1C	ENSG00000119703
SLIRP	ENSG00000119705
RBM25	ENSG00000119707
ALDH6A1	ENSG00000119711
GPR68	ENSG00000119714
EIF2B2	ENSG00000119718
NRDE2	ENSG00000119720
COQ6	ENSG00000119723
ZNF410	ENSG00000119725
RHOQ	ENSG00000119729
GPR75	ENSG00000119737
SUPT7L	ENSG00000119760
KLHL29	ENSG00000119771
DNMT3A	ENSG00000119772
TMEM214	ENSG00000119777
ATAD2B	ENSG00000119778
FKBP1B	ENSG00000119782
ATL2	ENSG00000119787
YPEL5	ENSG00000119801
FAM98A	ENSG00000119812
YIPF4	ENSG00000119820
AFTPH	ENSG00000119844
LGALSL	ENSG00000119862
CNRIP1	ENSG00000119865
BCL11A	ENSG00000119866
CRIPT	ENSG00000119878
EPCAM	ENSG00000119888
SLC17A5	ENSG00000119899
OGFRL1	ENSG00000119900
SLF2	ENSG00000119906
IDE	ENSG00000119912
IFIT3	ENSG00000119917
NKX2-3	ENSG00000119919
IFIT2	ENSG00000119922
GPAM	ENSG00000119927
CUTC	ENSG00000119929
PYROXD2	ENSG00000119943
CNNM1	ENSG00000119946
MXI1	ENSG00000119950
SMNDC1	ENSG00000119953
C10orf88	ENSG00000119965
HELLS	ENSG00000119969
TCTN3	ENSG00000119977
FAM45A	ENSG00000119979
AVPI1	ENSG00000119986
WDR11	ENSG00000120008
C10orf76	ENSG00000120029
GOT1	ENSG00000120053
C10orf95	ENSG00000120055
GNA13	ENSG00000120063
HOXB8	ENSG00000120068
KANSL1	ENSG00000120071
HOXB5	ENSG00000120075
HOXB3	ENSG00000120093
DUSP1	ENSG00000120129
PANK3	ENSG00000120137
TEK	ENSG00000120156
RCL1	ENSG00000120158
CAAP1	ENSG00000120159
MOB3B	ENSG00000120162
INSL6	ENSG00000120210
MLANA	ENSG00000120215
CD274	ENSG00000120217
NUP43	ENSG00000120253
MTHFD1L	ENSG00000120254
LRP11	ENSG00000120256
CCDC170	ENSG00000120262
PCMT1	ENSG00000120265
PLEKHG1	ENSG00000120278
MYCT1	ENSG00000120279
CXorf21	ENSG00000120280
CYSTM1	ENSG00000120306
WDR55	ENSG00000120314
ARAP3	ENSG00000120318
MRPS14	ENSG00000120333
CENPL	ENSG00000120334
SEC16B	ENSG00000120341
GORAB	ENSG00000120370
ACAT2	ENSG00000120437
TCP1	ENSG00000120438
SNX19	ENSG00000120451
MSANTD2	ENSG00000120458
PDZD11	ENSG00000120509
SLC10A7	ENSG00000120519
NUDCD1	ENSG00000120526
ENY2	ENSG00000120533
MASTL	ENSG00000120539
KIAA1217	ENSG00000120549
SEPT7P9	ENSG00000120555
PLXDC2	ENSG00000120594
EPC1	ENSG00000120616
IQSEC3	ENSG00000120645
CCDC77	ENSG00000120647
TAF12	ENSG00000120656
MTRF1	ENSG00000120662
SPG20-AS1	ENSG00000120664
SOHLH2	ENSG00000120669
DNAJC15	ENSG00000120675
PROSER1	ENSG00000120685
UFM1	ENSG00000120686
WBP4	ENSG00000120688
ELF1	ENSG00000120690
HSPH1	ENSG00000120694
KBTBD7	ENSG00000120696
ALG5	ENSG00000120697
EXOSC8	ENSG00000120699
ETF1	ENSG00000120705
TGFBI	ENSG00000120708
FAM53C	ENSG00000120709
SIL1	ENSG00000120725
PAIP2	ENSG00000120727
MYOT	ENSG00000120729
KDM3B	ENSG00000120733
EGR1	ENSG00000120738
SERP1	ENSG00000120742
PLS1	ENSG00000120756
ZFP30	ENSG00000120784
NR2C1	ENSG00000120798
UTP20	ENSG00000120800
TMPO	ENSG00000120802
ARL1	ENSG00000120805
MTERF2	ENSG00000120832
SOCS2	ENSG00000120833
NFYB	ENSG00000120837
WASHC3	ENSG00000120860
APAF1	ENSG00000120868
DUSP4	ENSG00000120875
CLU	ENSG00000120885
TNFRSF10B	ENSG00000120889
SORBS3	ENSG00000120896
PTK2B	ENSG00000120899
CHRNA2	ENSG00000120903
PPP3CC	ENSG00000120910
PDLIM2	ENSG00000120913
EPHX2	ENSG00000120915
RNF170	ENSG00000120925
UBIAD1	ENSG00000120942
TARDBP	ENSG00000120948
TNFRSF8	ENSG00000120949
ZNF706	ENSG00000120963
LYPLA1	ENSG00000120992
CRISPLD1	ENSG00000121005
COPS5	ENSG00000121022
RDH10	ENSG00000121039
EPX	ENSG00000121053
AKAP1	ENSG00000121057
COIL	ENSG00000121058
TRIM25	ENSG00000121060
SCPEP1	ENSG00000121064
SPOP	ENSG00000121067
SLC35B1	ENSG00000121073
NACA3P	ENSG00000121089
TEX14	ENSG00000121101
FAM117A	ENSG00000121104
NCAPH	ENSG00000121152
KIAA0922	ENSG00000121210
MND1	ENSG00000121211
TRIM6	ENSG00000121236
ABCC11	ENSG00000121270
PAPD5	ENSG00000121274
ADCY7	ENSG00000121281
CEP89	ENSG00000121289
TSHZ3	ENSG00000121297
ECHDC2	ENSG00000121310
PLBD1	ENSG00000121316
PYROXD1	ENSG00000121350
PSPC1	ENSG00000121390
ZNF549	ENSG00000121406
A1BG	ENSG00000121410
ZSCAN18	ENSG00000121413
ZNF211	ENSG00000121417
LHX4	ENSG00000121454
RNF2	ENSG00000121481
TRMT1L	ENSG00000121486
SEC22A	ENSG00000121542
CSTA	ENSG00000121552
DPPA4	ENSG00000121570
B4GALT4	ENSG00000121578
NAA50	ENSG00000121579
CD80	ENSG00000121594
KIF18A	ENSG00000121621
DESI2	ENSG00000121644
CRY2	ENSG00000121671
PEX16	ENSG00000121680
DEPDC7	ENSG00000121690
CAT	ENSG00000121691
PILRB	ENSG00000121716
ZMYM2	ENSG00000121741
GJB6	ENSG00000121742
GJA3	ENSG00000121743
TBC1D15	ENSG00000121749
HCRTR1	ENSG00000121764
ZCCHC17	ENSG00000121766
KHDRBS1	ENSG00000121774
TMEM39B	ENSG00000121775
CCRL2	ENSG00000121797
CCR2	ENSG00000121807
POLR3GL	ENSG00000121851
TNFSF10	ENSG00000121858
ZNF639	ENSG00000121864
PIK3CA	ENSG00000121879
PDS5A	ENSG00000121892
TMEM156	ENSG00000121895
LIAS	ENSG00000121897
ZSCAN20	ENSG00000121903
LRIF1	ENSG00000121931
TMIGD3	ENSG00000121933
CLCC1	ENSG00000121940
GPSM2	ENSG00000121957
GTDC1	ENSG00000121964
CXCR4	ENSG00000121966
ZRANB3	ENSG00000121988
ACVR2A	ENSG00000121989
POLK	ENSG00000122008
FLT3	ENSG00000122025
RPL21	ENSG00000122026
MTIF3	ENSG00000122033
GTF3A	ENSG00000122034
RASL11A	ENSG00000122035
UBL3	ENSG00000122042
FYTTD1	ENSG00000122068
MTERF4	ENSG00000122085
SASH3	ENSG00000122122
OCRL	ENSG00000122126
MRPS2	ENSG00000122140
LAX1	ENSG00000122188
KIAA1191	ENSG00000122203
COPA	ENSG00000122218
CD244	ENSG00000122223
LY9	ENSG00000122224
RBBP6	ENSG00000122257
ZC3H7A	ENSG00000122299
SERAC1	ENSG00000122335
ANXA11	ENSG00000122359
FAM35A	ENSG00000122376
FAM213A	ENSG00000122378
ZNF205	ENSG00000122386
NAA60	ENSG00000122390
RPL5	ENSG00000122406
ODF2L	ENSG00000122417
PTGFR	ENSG00000122420
SPATA1	ENSG00000122432
TRMT13	ENSG00000122435
LRRC39	ENSG00000122477
RWDD3	ENSG00000122481
ZNF644	ENSG00000122482
CCDC18	ENSG00000122483
RPAP2	ENSG00000122484
PQLC1	ENSG00000122490
BBS9	ENSG00000122507
PMS2	ENSG00000122512
ZMIZ2	ENSG00000122515
SEPT7	ENSG00000122545
EEPD1	ENSG00000122547
KIAA0087	ENSG00000122548
KLHL7	ENSG00000122550
HERPUD2	ENSG00000122557
CBX3	ENSG00000122565
HNRNPA2B1	ENSG00000122566
FAM126A	ENSG00000122591
HOXA7	ENSG00000122592
INHBA	ENSG00000122641
FKBP9	ENSG00000122642
NT5C3A	ENSG00000122643
ARL4A	ENSG00000122644
CCZ1	ENSG00000122674
POLM	ENSG00000122678
MRM2	ENSG00000122687
SMU1	ENSG00000122692
GLIPR2	ENSG00000122694
SLC25A51	ENSG00000122696
CLTA	ENSG00000122705
RECK	ENSG00000122707
TAF1L	ENSG00000122728
ACO1	ENSG00000122729
DCAF10	ENSG00000122741
KIAA1549	ENSG00000122778
TRIM24	ENSG00000122779
C7orf49	ENSG00000122783
CALD1	ENSG00000122786
PLAU	ENSG00000122861
SRGN	ENSG00000122862
BICC1	ENSG00000122870
CISD1	ENSG00000122873
EGR2	ENSG00000122877
ECD	ENSG00000122882
P4HA1	ENSG00000122884
SLC25A16	ENSG00000122912
ZWINT	ENSG00000122952
VPS26A	ENSG00000122958
RBM19	ENSG00000122965
CIT	ENSG00000122966
IFT81	ENSG00000122970
ACADS	ENSG00000122971
HVCN1	ENSG00000122986
DDX54	ENSG00000123064
MED13L	ENSG00000123066
CDKN2C	ENSG00000123080
RNF11	ENSG00000123091
RASSF8	ENSG00000123094
BHLHE41	ENSG00000123095
SSPN	ENSG00000123096
ITPR2	ENSG00000123104
CCDC91	ENSG00000123106
NECAB1	ENSG00000123119
WWP1	ENSG00000123124
ACOT9	ENSG00000123130
PRDX4	ENSG00000123131
DDX39A	ENSG00000123136
PKN1	ENSG00000123143
C19orf43	ENSG00000123144
ADGRE5	ENSG00000123146
WDR83	ENSG00000123154
GIPC1	ENSG00000123159
SPRYD7	ENSG00000123178
EBPL	ENSG00000123179
ATP7B	ENSG00000123191
ZC3H13	ENSG00000123200
NLN	ENSG00000123213
CENPK	ENSG00000123219
OPTN	ENSG00000123240
ATF1	ENSG00000123268
TSFM	ENSG00000123297
ARHGAP9	ENSG00000123329
NCKAP1L	ENSG00000123338
MMP19	ENSG00000123342
PFDN5	ENSG00000123349
SPATS2	ENSG00000123352
ORMDL2	ENSG00000123353
NR4A1	ENSG00000123358
PDE1B	ENSG00000123360
CDK2	ENSG00000123374
LRP1	ENSG00000123384
ATG101	ENSG00000123395
NFE2	ENSG00000123405
IKZF4	ENSG00000123411
SMUG1	ENSG00000123415
TUBA1B	ENSG00000123416
EEF1AKMT3	ENSG00000123427
KBTBD4	ENSG00000123444
SARDH	ENSG00000123453
ATPAF1	ENSG00000123472
STIL	ENSG00000123473
HJURP	ENSG00000123485
COL10A1	ENSG00000123500
AMD1	ENSG00000123505
NDUFAF4	ENSG00000123545
USP45	ENSG00000123552
MORF4L2	ENSG00000123562
RAB9B	ENSG00000123570
FAM199X	ENSG00000123575
RAB9A	ENSG00000123595
METTL8	ENSG00000123600
TTC21B	ENSG00000123607
NMI	ENSG00000123609
TNFAIP6	ENSG00000123610
BAZ2B	ENSG00000123636
SLC36A1	ENSG00000123643
LPGAT1	ENSG00000123684
G0S2	ENSG00000123689
KCNJ2	ENSG00000123700
RAP2C	ENSG00000123728
EXOSC9	ENSG00000123737
PLA2G12A	ENSG00000123739
B9D2	ENSG00000123810
COQ8B	ENSG00000123815
PFKFB2	ENSG00000123836
ZNF137P	ENSG00000123870
RAB38	ENSG00000123892
AGO2	ENSG00000123908
MXD4	ENSG00000123933
PMS2P5	ENSG00000123965
CKS2	ENSG00000123975
ACSL3	ENSG00000123983
CHPF	ENSG00000123989
DNPEP	ENSG00000123992
OBSL1	ENSG00000124006
FAM124B	ENSG00000124019
SLC12A4	ENSG00000124067
ENKD1	ENSG00000124074
GCNT7	ENSG00000124091
HMGB1P1	ENSG00000124097
FAM210B	ENSG00000124098
FAM209A	ENSG00000124103
SNX21	ENSG00000124104
SLPI	ENSG00000124107
TTPAL	ENSG00000124120
PREX1	ENSG00000124126
SDC4	ENSG00000124145
NCOA3	ENSG00000124151
PIGT	ENSG00000124155
NCOA5	ENSG00000124160
VAPB	ENSG00000124164
PARD6B	ENSG00000124171
ATP5E	ENSG00000124172
CHD6	ENSG00000124177
PLCG1	ENSG00000124181
SRSF6	ENSG00000124193
ARFGEF2	ENSG00000124198
ZNFX1	ENSG00000124201
ZNF831	ENSG00000124203
CSE1L	ENSG00000124207
TMEM189-UBE2V1	ENSG00000124208
RAB22A	ENSG00000124209
PTGIS	ENSG00000124212
STAU1	ENSG00000124214
CDH26	ENSG00000124215
SNAI1	ENSG00000124216
MOCS3	ENSG00000124217
STX16	ENSG00000124222
PPP4R1L	ENSG00000124224
PMEPA1	ENSG00000124225
RNF114	ENSG00000124226
DDX27	ENSG00000124228
BCAS4	ENSG00000124243
TP53TG5	ENSG00000124251
ZBP1	ENSG00000124256
NEURL2	ENSG00000124257
MTRR	ENSG00000124275
FASTKD3	ENSG00000124279
PEPD	ENSG00000124299
IQSEC2	ENSG00000124313
VAMP7	ENSG00000124333
IL9R	ENSG00000124334
STAMBP	ENSG00000124356
NAGK	ENSG00000124357
MCEE	ENSG00000124370
PAIP2B	ENSG00000124374
SNRNP27	ENSG00000124380
MPHOSPH10	ENSG00000124383
ATP8A1	ENSG00000124406
USP22	ENSG00000124422
ZNF576	ENSG00000124444
ZNF45	ENSG00000124459
CEACAM8	ENSG00000124469
USP9X	ENSG00000124486
F13A1	ENSG00000124491
TRERF1	ENSG00000124496
PACSIN1	ENSG00000124507
BTN2A2	ENSG00000124508
SIRT5	ENSG00000124523
MRS2	ENSG00000124532
WRNIP1	ENSG00000124535
RRP36	ENSG00000124541
BTN2A3P	ENSG00000124549
SNRPC	ENSG00000124562
SERPINB6	ENSG00000124570
XPO5	ENSG00000124571
ABCC10	ENSG00000124574
HIST1H1D	ENSG00000124575
PEX6	ENSG00000124587
NQO2	ENSG00000124588
OARD1	ENSG00000124596
UNC5CL	ENSG00000124602
AARS2	ENSG00000124608
ZNF391	ENSG00000124613
RPS10	ENSG00000124614
HIST1H2BJ	ENSG00000124635
MED20	ENSG00000124641
TBCC	ENSG00000124659
MAD2L1BP	ENSG00000124688
APOBEC2	ENSG00000124701
KLHDC3	ENSG00000124702
GNMT	ENSG00000124713
DNAH8	ENSG00000124721
TREM1	ENSG00000124731
MEA1	ENSG00000124733
CDKN1A	ENSG00000124762
SOX4	ENSG00000124766
GLO1	ENSG00000124767
CPNE5	ENSG00000124772
KCNK17	ENSG00000124780
RREB1	ENSG00000124782
SSR1	ENSG00000124783
RIOK1	ENSG00000124784
SLC35B3	ENSG00000124786
RPP40	ENSG00000124787
ATXN1	ENSG00000124788
NUP153	ENSG00000124789
DEK	ENSG00000124795
EEF1E1	ENSG00000124802
RUNX2	ENSG00000124813
LRRFIP1	ENSG00000124831
EREG	ENSG00000124882
MYRF	ENSG00000124920
AHNAK	ENSG00000124942
EMC3	ENSG00000125037
SH3TC1	ENSG00000125089
CNOT1	ENSG00000125107
LRRC29	ENSG00000125122
BBS2	ENSG00000125124
MT2A	ENSG00000125148
C16orf70	ENSG00000125149
GOT2	ENSG00000125166
DOK4	ENSG00000125170
GPR18	ENSG00000125245
CLYBL	ENSG00000125246
TMTC4	ENSG00000125247
RAP2A	ENSG00000125249
ABCC4	ENSG00000125257
EFNB2	ENSG00000125266
TM9SF2	ENSG00000125304
C17orf53	ENSG00000125319
IRF1	ENSG00000125347
UPF3B	ENSG00000125351
RNF113A	ENSG00000125352
SEPT6	ENSG00000125354
TMEM255A	ENSG00000125355
NDUFA1	ENSG00000125356
ATP5S	ENSG00000125375
PTGER2	ENSG00000125384
FAM193A	ENSG00000125386
GRK4	ENSG00000125388
HS3ST3B1	ENSG00000125430
SLC25A35	ENSG00000125434
MRPS7	ENSG00000125445
GGA3	ENSG00000125447
ARMC7	ENSG00000125449
NUP85	ENSG00000125450
SLC25A19	ENSG00000125454
MIF4GD	ENSG00000125457
NT5C	ENSG00000125458
MSTO1	ENSG00000125459
TTF1	ENSG00000125482
GTF3C4	ENSG00000125484
DDX31	ENSG00000125485
PPP1R12C	ENSG00000125503
MBOAT7	ENSG00000125505
OPRL1	ENSG00000125510
SLC2A4RG	ENSG00000125520
PPDPF	ENSG00000125534
IL1B	ENSG00000125538
PLGLB2	ENSG00000125551
CHCHD5	ENSG00000125611
PAX8	ENSG00000125618
INSIG2	ENSG00000125629
POLR1B	ENSG00000125630
HTR5BP	ENSG00000125631
CCDC93	ENSG00000125633
PSD4	ENSG00000125637
SLC25A23	ENSG00000125648
PSPN	ENSG00000125650
